 # Tue Oct  7 16:24:29 2014
 # MMHT 2014 LO PDF grid for central fit.
 # distance(t),tolerance(T) =    0.0000000000000000        0.0000000000000000     
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.58831
 # alphaS(MZ) = 0.13500
 # alphaSorder,alphaSnfmax = 0, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv
  1.7466E+03  4.6356E+01  4.6361E+01  4.6037E+01  4.5443E+01  4.3095E+01  5.6485E-03  1.0417E-02 -1.4148E-05
  1.8498E+03  4.9592E+01  4.9597E+01  4.9274E+01  4.8682E+01  4.6349E+01  5.7015E-03  1.0533E-02 -1.4758E-05
  1.9515E+03  5.2816E+01  5.2821E+01  5.2499E+01  5.1908E+01  4.9590E+01  5.7524E-03  1.0643E-02 -1.5354E-05
  2.0508E+03  5.6001E+01  5.6006E+01  5.5684E+01  5.5095E+01  5.2790E+01  5.8008E-03  1.0749E-02 -1.5932E-05
  2.1540E+03  5.9345E+01  5.9350E+01  5.9029E+01  5.8442E+01  5.6150E+01  5.8500E-03  1.0856E-02 -1.6530E-05
  2.2590E+03  6.2778E+01  6.2783E+01  6.2462E+01  6.1878E+01  5.9598E+01  5.8989E-03  1.0962E-02 -1.7134E-05
  2.3620E+03  6.6184E+01  6.6189E+01  6.5869E+01  6.5286E+01  6.3019E+01  5.9459E-03  1.1064E-02 -1.7724E-05
  2.4625E+03  6.9534E+01  6.9539E+01  6.9220E+01  6.8638E+01  6.6383E+01  5.9908E-03  1.1162E-02 -1.8297E-05
  2.5665E+03  7.3034E+01  7.3039E+01  7.2720E+01  7.2140E+01  6.9896E+01  6.0364E-03  1.1261E-02 -1.8887E-05
  2.6723E+03  7.6626E+01  7.6631E+01  7.6313E+01  7.5735E+01  7.3502E+01  6.0820E-03  1.1359E-02 -1.9485E-05
  2.7756E+03  8.0162E+01  8.0168E+01  7.9849E+01  7.9273E+01  7.7051E+01  6.1257E-03  1.1454E-02 -2.0067E-05
  2.8764E+03  8.3642E+01  8.3647E+01  8.3329E+01  8.2754E+01  8.0542E+01  6.1677E-03  1.1545E-02 -2.0633E-05
  2.9805E+03  8.7263E+01  8.7268E+01  8.6951E+01  8.6377E+01  8.4175E+01  6.2104E-03  1.1637E-02 -2.1216E-05
  9.6773E+00  7.5104E-01  7.5423E-01  4.1725E-01  0.0000E+00  0.0000E+00  4.4203E-03  7.6771E-03 -2.2357E-06
  1.3478E+01  8.0247E-01  8.0576E-01  4.7030E-01  0.0000E+00  0.0000E+00  4.5063E-03  7.8684E-03 -2.6093E-06
  1.7299E+01  8.5569E-01  8.5905E-01  5.2473E-01  0.0000E+00  0.0000E+00  4.5727E-03  8.0162E-03 -2.9216E-06
  2.4087E+01  9.5392E-01  9.5739E-01  6.2460E-01  0.0000E+00  0.0000E+00  4.6648E-03  8.2210E-03 -3.3885E-06
  2.4088E+01  9.5392E-01  9.5739E-01  6.2460E-01  2.7600E-07  0.0000E+00  4.6648E-03  8.2210E-03 -3.3885E-06
  3.1411E+01  1.0666E+00  1.0702E+00  7.3864E-01  1.2283E-01  0.0000E+00  4.7438E-03  8.3969E-03 -3.8225E-06
  4.0025E+01  1.2046E+00  1.2083E+00  8.7797E-01  2.6626E-01  0.0000E+00  4.8202E-03  8.5670E-03 -4.2708E-06
  4.8835E+01  1.3508E+00  1.3546E+00  1.0253E+00  4.1704E-01  0.0000E+00  4.8864E-03  8.7143E-03 -4.6819E-06
  5.8590E+01  1.5180E+00  1.5218E+00  1.1935E+00  5.8850E-01  0.0000E+00  4.9501E-03  8.8559E-03 -5.0976E-06
  7.0450E+01  1.7278E+00  1.7317E+00  1.4044E+00  8.0273E-01  0.0000E+00  5.0179E-03  9.0067E-03 -5.5620E-06
  8.2080E+01  1.9396E+00  1.9435E+00  1.6171E+00  1.0183E+00  0.0000E+00  5.0771E-03  9.1381E-03 -5.9850E-06
  9.4582E+01  2.1734E+00  2.1774E+00  1.8518E+00  1.2558E+00  0.0000E+00  5.1343E-03  9.2653E-03 -6.4111E-06
  1.0538E+02  2.3800E+00  2.3841E+00  2.0591E+00  1.4652E+00  0.0000E+00  5.1798E-03  9.3662E-03 -6.7607E-06
  1.4663E+02  3.2021E+00  3.2063E+00  2.8834E+00  2.2963E+00  0.0000E+00  5.3291E-03  9.6976E-03 -7.9790E-06
  1.4663E+02  3.2021E+00  3.2063E+00  2.8834E+00  2.2963E+00  8.1739E-08  5.3291E-03  9.6976E-03 -7.9790E-06
  1.5653E+02  3.4102E+00  3.4145E+00  3.0920E+00  2.5063E+00  2.4836E-01  5.3612E-03  9.7686E-03 -8.2547E-06
  1.8777E+02  4.0889E+00  4.0933E+00  3.7720E+00  3.1904E+00  9.5709E-01  5.4557E-03  9.9778E-03 -9.0955E-06
  2.2444E+02  4.9113E+00  4.9158E+00  4.5957E+00  4.0182E+00  1.8127E+00  5.5545E-03  1.0196E-02 -1.0019E-05
  2.6152E+02  5.7681E+00  5.7727E+00  5.4538E+00  4.8799E+00  2.6990E+00  5.6446E-03  1.0395E-02 -1.0901E-05
  3.0270E+02  6.7466E+00  6.7513E+00  6.4335E+00  5.8632E+00  3.7063E+00  5.7358E-03  1.0596E-02 -1.1833E-05
  3.3981E+02  7.6501E+00  7.6549E+00  7.3379E+00  6.7706E+00  4.6332E+00  5.8118E-03  1.0764E-02 -1.2638E-05
  3.8850E+02  8.8649E+00  8.8698E+00  8.5539E+00  7.9900E+00  5.8757E+00  5.9044E-03  1.0968E-02 -1.3655E-05
  4.3495E+02  1.0051E+01  1.0056E+01  9.7414E+00  9.1805E+00  7.0861E+00  5.9867E-03  1.1148E-02 -1.4589E-05
  4.8034E+02  1.1235E+01  1.1240E+01  1.0926E+01  1.0368E+01  8.2916E+00  6.0624E-03  1.1314E-02 -1.5475E-05
  5.4193E+02  1.2878E+01  1.2883E+01  1.2570E+01  1.2015E+01  9.9607E+00  6.1589E-03  1.1526E-02 -1.6641E-05
  6.0386E+02  1.4568E+01  1.4573E+01  1.4261E+01  1.3709E+01  1.1675E+01  6.2501E-03  1.1725E-02 -1.7778E-05
  6.6548E+02  1.6285E+01  1.6290E+01  1.5979E+01  1.5430E+01  1.3415E+01  6.3359E-03  1.1913E-02 -1.8880E-05
  7.3056E+02  1.8134E+01  1.8139E+01  1.7829E+01  1.7283E+01  1.5286E+01  6.4221E-03  1.2101E-02 -2.0018E-05
  7.9759E+02  2.0075E+01  2.0080E+01  1.9771E+01  1.9227E+01  1.7248E+01  6.5068E-03  1.2285E-02 -2.1165E-05
  8.6422E+02  2.2039E+01  2.2044E+01  2.1736E+01  2.1195E+01  1.9231E+01  6.5875E-03  1.2460E-02 -2.2283E-05
  9.2964E+02  2.3998E+01  2.4004E+01  2.3696E+01  2.3157E+01  2.1208E+01  6.6637E-03  1.2626E-02 -2.3364E-05
  9.9821E+02  2.6085E+01  2.6090E+01  2.5783E+01  2.5247E+01  2.3313E+01  6.7408E-03  1.2793E-02 -2.4479E-05
  1.0682E+03  2.8246E+01  2.8252E+01  2.7945E+01  2.7411E+01  2.5492E+01  6.8169E-03  1.2958E-02 -2.5601E-05
  1.1371E+03  3.0405E+01  3.0411E+01  3.0105E+01  2.9573E+01  2.7667E+01  6.8896E-03  1.3115E-02 -2.6693E-05
  1.2045E+03  3.2544E+01  3.2550E+01  3.2245E+01  3.1715E+01  2.9821E+01  6.9587E-03  1.3264E-02 -2.7749E-05
  1.2746E+03  3.4797E+01  3.4804E+01  3.4499E+01  3.3971E+01  3.2090E+01  7.0287E-03  1.3415E-02 -2.8836E-05
  1.3459E+03  3.7118E+01  3.7124E+01  3.6820E+01  3.6294E+01  3.4425E+01  7.0981E-03  1.3564E-02 -2.9931E-05
  1.4159E+03  3.9422E+01  3.9428E+01  3.9125E+01  3.8600E+01  3.6742E+01  7.1646E-03  1.3707E-02 -3.0997E-05
  1.4840E+03  4.1691E+01  4.1697E+01  4.1394E+01  4.0871E+01  3.9024E+01  7.2280E-03  1.3844E-02 -3.2026E-05
  1.5546E+03  4.4066E+01  4.4073E+01  4.3770E+01  4.3249E+01  4.1413E+01  7.2925E-03  1.3982E-02 -3.3086E-05
  1.6261E+03  4.6498E+01  4.6504E+01  4.6203E+01  4.5683E+01  4.3857E+01  7.3565E-03  1.4119E-02 -3.4152E-05
  1.6961E+03  4.8904E+01  4.8910E+01  4.8609E+01  4.8091E+01  4.6275E+01  7.4180E-03  1.4251E-02 -3.5189E-05
  1.7642E+03  5.1264E+01  5.1270E+01  5.0969E+01  5.0453E+01  4.8646E+01  7.4768E-03  1.4376E-02 -3.6192E-05
  1.8344E+03  5.3723E+01  5.3729E+01  5.3429E+01  5.2914E+01  5.1117E+01  7.5366E-03  1.4504E-02 -3.7223E-05
  1.9057E+03  5.6240E+01  5.6247E+01  5.5947E+01  5.5433E+01  5.3645E+01  7.5962E-03  1.4632E-02 -3.8263E-05
  1.9751E+03  5.8713E+01  5.8719E+01  5.8420E+01  5.7908E+01  5.6128E+01  7.6536E-03  1.4754E-02 -3.9272E-05
  2.0426E+03  6.1139E+01  6.1146E+01  6.0847E+01  6.0336E+01  5.8564E+01  7.7085E-03  1.4871E-02 -4.0249E-05
  2.1122E+03  6.3658E+01  6.3665E+01  6.3367E+01  6.2857E+01  6.1094E+01  7.7645E-03  1.4990E-02 -4.1253E-05
  7.4180E+00  7.0401E-01  7.0839E-01  3.9125E-01  0.0000E+00  0.0000E+00  5.4416E-03  9.9332E-03 -6.0195E-06
  1.0538E+01  7.4280E-01  7.4730E-01  4.3160E-01  0.0000E+00  0.0000E+00  5.5538E-03  1.0183E-02 -6.9466E-06
  1.3678E+01  7.8402E-01  7.8862E-01  4.7398E-01  0.0000E+00  0.0000E+00  5.6406E-03  1.0377E-02 -7.7063E-06
  1.9243E+01  8.6143E-01  8.6617E-01  5.5298E-01  0.0000E+00  0.0000E+00  5.7609E-03  1.0644E-02 -8.8208E-06
  1.9243E+01  8.6143E-01  8.6617E-01  5.5298E-01  2.2052E-07  0.0000E+00  5.7609E-03  1.0644E-02 -8.8208E-06
  2.5216E+01  9.5117E-01  9.5603E-01  6.4405E-01  9.8356E-02  0.0000E+00  5.8645E-03  1.0874E-02 -9.8367E-06
  3.2195E+01  1.0616E+00  1.0666E+00  7.5576E-01  2.1360E-01  0.0000E+00  5.9647E-03  1.1097E-02 -1.0869E-05
  3.9284E+01  1.1788E+00  1.1839E+00  8.7399E-01  3.3480E-01  0.0000E+00  6.0517E-03  1.1289E-02 -1.1802E-05
  4.7083E+01  1.3127E+00  1.3178E+00  1.0089E+00  4.7247E-01  0.0000E+00  6.1354E-03  1.1474E-02 -1.2733E-05
  5.6501E+01  1.4803E+00  1.4856E+00  1.1776E+00  6.4411E-01  0.0000E+00  6.2246E-03  1.1671E-02 -1.3762E-05
  6.5675E+01  1.6492E+00  1.6546E+00  1.3473E+00  8.1635E-01  0.0000E+00  6.3025E-03  1.1843E-02 -1.4688E-05
  7.5475E+01  1.8351E+00  1.8405E+00  1.5341E+00  1.0054E+00  0.0000E+00  6.3780E-03  1.2009E-02 -1.5611E-05
  8.3898E+01  1.9988E+00  2.0043E+00  1.6985E+00  1.1717E+00  0.0000E+00  6.4380E-03  1.2140E-02 -1.6363E-05
  1.1572E+02  2.6462E+00  2.6520E+00  2.3480E+00  1.8271E+00  0.0000E+00  6.6352E-03  1.2573E-02 -1.8941E-05
  1.1572E+02  2.6462E+00  2.6520E+00  2.3480E+00  1.8271E+00  6.4175E-08  6.6352E-03  1.2573E-02 -1.8941E-05
  1.2329E+02  2.8091E+00  2.8149E+00  2.5114E+00  1.9917E+00  1.9490E-01  6.6775E-03  1.2665E-02 -1.9517E-05
  1.4700E+02  3.3379E+00  3.3438E+00  3.0415E+00  2.5253E+00  7.4839E-01  6.8025E-03  1.2938E-02 -2.1256E-05
  1.7455E+02  3.9740E+00  3.9801E+00  3.6789E+00  3.1662E+00  1.4118E+00  6.9333E-03  1.3223E-02 -2.3143E-05
  2.0216E+02  4.6321E+00  4.6383E+00  4.3382E+00  3.8287E+00  2.0939E+00  7.0526E-03  1.3482E-02 -2.4921E-05
  2.3255E+02  5.3784E+00  5.3847E+00  5.0856E+00  4.5792E+00  2.8639E+00  7.1735E-03  1.3744E-02 -2.6778E-05
  2.5972E+02  6.0632E+00  6.0696E+00  5.7713E+00  5.2675E+00  3.5678E+00  7.2744E-03  1.3962E-02 -2.8368E-05
  2.9509E+02  6.9779E+00  6.9845E+00  6.6872E+00  6.1864E+00  4.5053E+00  7.3972E-03  1.4227E-02 -3.0353E-05
  3.2856E+02  7.8655E+00  7.8722E+00  7.5758E+00  7.0776E+00  5.4125E+00  7.5064E-03  1.4463E-02 -3.2161E-05
  3.6105E+02  8.7461E+00  8.7529E+00  8.4573E+00  7.9614E+00  6.3107E+00  7.6069E-03  1.4679E-02 -3.3862E-05
  4.0478E+02  9.9599E+00  9.9668E+00  9.6722E+00  9.1792E+00  7.5464E+00  7.7351E-03  1.4954E-02 -3.6079E-05
  4.4842E+02  1.1200E+01  1.1207E+01  1.0914E+01  1.0423E+01  8.8069E+00  7.8562E-03  1.5213E-02 -3.8221E-05
  4.9151E+02  1.2453E+01  1.2460E+01  1.2167E+01  1.1679E+01  1.0078E+01  7.9703E-03  1.5456E-02 -4.0280E-05
  5.3670E+02  1.3794E+01  1.3801E+01  1.3509E+01  1.3023E+01  1.1436E+01  8.0849E-03  1.5701E-02 -4.2387E-05
  5.8292E+02  1.5192E+01  1.5200E+01  1.4908E+01  1.4425E+01  1.2853E+01  8.1975E-03  1.5940E-02 -4.4496E-05
  6.2856E+02  1.6600E+01  1.6607E+01  1.6317E+01  1.5836E+01  1.4276E+01  8.3047E-03  1.6168E-02 -4.6537E-05
  6.7311E+02  1.7997E+01  1.8004E+01  1.7715E+01  1.7236E+01  1.5688E+01  8.4061E-03  1.6383E-02 -4.8496E-05
  7.1951E+02  1.9477E+01  1.9484E+01  1.9195E+01  1.8718E+01  1.7182E+01  8.5086E-03  1.6599E-02 -5.0504E-05
  7.6661E+02  2.1002E+01  2.1010E+01  2.0722E+01  2.0247E+01  1.8722E+01  8.6098E-03  1.6813E-02 -5.2514E-05
  8.1274E+02  2.2519E+01  2.2527E+01  2.2239E+01  2.1766E+01  2.0252E+01  8.7064E-03  1.7017E-02 -5.4457E-05
  8.5760E+02  2.4015E+01  2.4023E+01  2.3735E+01  2.3264E+01  2.1760E+01  8.7983E-03  1.7210E-02 -5.6326E-05
  9.0403E+02  2.5583E+01  2.5591E+01  2.5305E+01  2.4835E+01  2.3341E+01  8.8913E-03  1.7405E-02 -5.8240E-05
  9.5101E+02  2.7192E+01  2.7200E+01  2.6914E+01  2.6446E+01  2.4962E+01  8.9836E-03  1.7599E-02 -6.0158E-05
  9.9688E+02  2.8782E+01  2.8790E+01  2.8505E+01  2.8038E+01  2.6563E+01  9.0720E-03  1.7784E-02 -6.2015E-05
  1.0413E+03  3.0342E+01  3.0350E+01  3.0065E+01  2.9600E+01  2.8134E+01  9.1562E-03  1.7960E-02 -6.3801E-05
  1.0872E+03  3.1969E+01  3.1978E+01  3.1693E+01  3.1229E+01  2.9772E+01  9.2418E-03  1.8139E-02 -6.5630E-05
  1.1335E+03  3.3629E+01  3.3637E+01  3.3353E+01  3.2891E+01  3.1442E+01  9.3269E-03  1.8317E-02 -6.7464E-05
  1.1786E+03  3.5264E+01  3.5273E+01  3.4989E+01  3.4528E+01  3.3087E+01  9.4086E-03  1.8487E-02 -6.9241E-05
  1.2222E+03  3.6863E+01  3.6872E+01  3.6588E+01  3.6129E+01  3.4695E+01  9.4867E-03  1.8650E-02 -7.0951E-05
  1.2671E+03  3.8523E+01  3.8532E+01  3.8249E+01  3.7791E+01  3.6365E+01  9.5661E-03  1.8815E-02 -7.2702E-05
  1.3125E+03  4.0217E+01  4.0226E+01  3.9944E+01  3.9486E+01  3.8068E+01  9.6453E-03  1.8979E-02 -7.4462E-05
  1.3565E+03  4.1876E+01  4.1884E+01  4.1602E+01  4.1147E+01  3.9735E+01  9.7214E-03  1.9137E-02 -7.6164E-05
  1.3991E+03  4.3497E+01  4.3506E+01  4.3225E+01  4.2770E+01  4.1365E+01  9.7943E-03  1.9288E-02 -7.7805E-05
  1.4429E+03  4.5177E+01  4.5186E+01  4.4905E+01  4.4451E+01  4.3052E+01  9.8686E-03  1.9442E-02 -7.9487E-05
  6.3771E+00  6.7766E-01  6.8282E-01  3.7671E-01  0.0000E+00  0.0000E+00  6.0909E-03  1.1404E-02 -7.5760E-06
  9.1808E+00  7.1063E-01  7.1595E-01  4.1122E-01  0.0000E+00  0.0000E+00  6.2196E-03  1.1692E-02 -8.7953E-06
  1.2003E+01  7.4631E-01  7.5174E-01  4.4805E-01  0.0000E+00  0.0000E+00  6.3192E-03  1.1915E-02 -9.7953E-06
  1.6991E+01  8.1408E-01  8.1967E-01  5.1738E-01  0.0000E+00  0.0000E+00  6.4574E-03  1.2224E-02 -1.1263E-05
  1.6991E+01  8.1408E-01  8.1967E-01  5.1738E-01  1.9473E-07  0.0000E+00  6.4574E-03  1.2224E-02 -1.1263E-05
  2.2323E+01  8.9316E-01  8.9888E-01  5.9776E-01  8.6964E-02  0.0000E+00  6.5765E-03  1.2489E-02 -1.2602E-05
  2.8527E+01  9.9073E-01  9.9658E-01  6.9657E-01  1.8903E-01  0.0000E+00  6.6919E-03  1.2745E-02 -1.3963E-05
  3.4801E+01  1.0943E+00  1.1002E+00  8.0116E-01  2.9637E-01  0.0000E+00  6.7920E-03  1.2967E-02 -1.5192E-05
  4.1677E+01  1.2125E+00  1.2186E+00  9.2039E-01  4.1819E-01  0.0000E+00  6.8885E-03  1.3180E-02 -1.6420E-05
  4.9946E+01  1.3604E+00  1.3666E+00  1.0693E+00  5.6984E-01  0.0000E+00  6.9914E-03  1.3407E-02 -1.7776E-05
  5.7970E+01  1.5092E+00  1.5155E+00  1.2190E+00  7.2175E-01  0.0000E+00  7.0813E-03  1.3605E-02 -1.8996E-05
  6.6511E+01  1.6726E+00  1.6790E+00  1.3832E+00  8.8819E-01  0.0000E+00  7.1684E-03  1.3796E-02 -2.0213E-05
  7.3830E+01  1.8163E+00  1.8228E+00  1.5276E+00  1.0343E+00  0.0000E+00  7.2376E-03  1.3948E-02 -2.1203E-05
  1.0132E+02  2.3824E+00  2.3891E+00  2.0958E+00  1.6079E+00  0.0000E+00  7.4656E-03  1.4446E-02 -2.4598E-05
  1.0132E+02  2.3824E+00  2.3891E+00  2.0958E+00  1.6079E+00  5.6025E-08  7.4656E-03  1.4446E-02 -2.4598E-05
  1.0783E+02  2.5243E+00  2.5311E+00  2.2382E+00  1.7514E+00  1.7010E-01  7.5145E-03  1.4553E-02 -2.5355E-05
  1.2812E+02  2.9839E+00  2.9909E+00  2.6991E+00  2.2155E+00  6.5187E-01  7.6592E-03  1.4867E-02 -2.7642E-05
  1.5159E+02  3.5346E+00  3.5417E+00  3.2510E+00  2.7708E+00  1.2270E+00  7.8105E-03  1.5195E-02 -3.0121E-05
  1.7498E+02  4.1021E+00  4.1093E+00  3.8197E+00  3.3424E+00  1.8160E+00  7.9487E-03  1.5494E-02 -3.2455E-05
  2.0062E+02  4.7433E+00  4.7507E+00  4.4620E+00  3.9876E+00  2.4784E+00  8.0888E-03  1.5796E-02 -3.4892E-05
  2.2345E+02  5.3297E+00  5.3372E+00  5.0493E+00  4.5772E+00  3.0820E+00  8.2057E-03  1.6047E-02 -3.6975E-05
  2.5305E+02  6.1104E+00  6.1180E+00  5.8312E+00  5.3618E+00  3.8830E+00  8.3482E-03  1.6352E-02 -3.9575E-05
  2.8095E+02  6.8654E+00  6.8732E+00  6.5871E+00  6.1202E+00  4.6556E+00  8.4749E-03  1.6623E-02 -4.1941E-05
  3.0794E+02  7.6122E+00  7.6201E+00  7.3348E+00  6.8701E+00  5.4182E+00  8.5916E-03  1.6872E-02 -4.4163E-05
  3.4414E+02  8.6382E+00  8.6463E+00  8.3619E+00  7.8999E+00  6.4638E+00  8.7404E-03  1.7188E-02 -4.7058E-05
  3.8012E+02  9.6833E+00  9.6915E+00  9.4080E+00  8.9485E+00  7.5268E+00  8.8811E-03  1.7486E-02 -4.9853E-05
  4.1552E+02  1.0735E+01  1.0744E+01  1.0461E+01  1.0004E+01  8.5952E+00  9.0136E-03  1.7767E-02 -5.2536E-05
  4.5252E+02  1.1858E+01  1.1866E+01  1.1584E+01  1.1129E+01  9.7340E+00  9.1467E-03  1.8048E-02 -5.5278E-05
  4.9025E+02  1.3026E+01  1.3034E+01  1.2753E+01  1.2300E+01  1.0917E+01  9.2777E-03  1.8323E-02 -5.8021E-05
  5.2739E+02  1.4198E+01  1.4207E+01  1.3926E+01  1.3475E+01  1.2104E+01  9.4023E-03  1.8585E-02 -6.0672E-05
  5.6354E+02  1.5358E+01  1.5367E+01  1.5087E+01  1.4638E+01  1.3277E+01  9.5202E-03  1.8832E-02 -6.3214E-05
  6.0109E+02  1.6584E+01  1.6593E+01  1.6314E+01  1.5867E+01  1.4517E+01  9.6393E-03  1.9081E-02 -6.5817E-05
  6.3910E+02  1.7845E+01  1.7854E+01  1.7576E+01  1.7131E+01  1.5791E+01  9.7570E-03  1.9327E-02 -6.8420E-05
  6.7624E+02  1.9096E+01  1.9105E+01  1.8828E+01  1.8384E+01  1.7053E+01  9.8694E-03  1.9561E-02 -7.0935E-05
  7.1227E+02  2.0327E+01  2.0337E+01  2.0059E+01  1.9617E+01  1.8296E+01  9.9763E-03  1.9783E-02 -7.3351E-05
  7.4948E+02  2.1616E+01  2.1626E+01  2.1349E+01  2.0908E+01  1.9595E+01  1.0085E-02  2.0008E-02 -7.5823E-05
  7.8705E+02  2.2935E+01  2.2944E+01  2.2668E+01  2.2229E+01  2.0925E+01  1.0192E-02  2.0231E-02 -7.8298E-05
  8.2365E+02  2.4236E+01  2.4246E+01  2.3970E+01  2.3532E+01  2.2236E+01  1.0295E-02  2.0444E-02 -8.0692E-05
  8.5907E+02  2.5510E+01  2.5520E+01  2.5245E+01  2.4808E+01  2.3520E+01  1.0393E-02  2.0646E-02 -8.2993E-05
