 0.00000000000000000e+00 1.14777000000000004e-01
 1.00000000000000002e-02 1.14777000000000004e-01
 1.00000000000000002e-02 5.03380000000000008e-02
 2.00000000000000004e-02 5.03380000000000008e-02
 2.00000000000000004e-02 3.79239999999999994e-02
 2.99999999999999989e-02 3.79239999999999994e-02
 2.99999999999999989e-02 3.10409999999999991e-02
 4.00000000000000008e-02 3.10409999999999991e-02
 4.00000000000000008e-02 2.71449999999999990e-02
 5.00000000000000028e-02 2.71449999999999990e-02
 5.00000000000000028e-02 2.38869999999999985e-02
 5.99999999999999978e-02 2.38869999999999985e-02
 5.99999999999999978e-02 2.15170000000000014e-02
 7.00000000000000067e-02 2.15170000000000014e-02
 7.00000000000000067e-02 1.98079999999999992e-02
 8.00000000000000017e-02 1.98079999999999992e-02
 8.00000000000000017e-02 1.83269999999999995e-02
 8.99999999999999967e-02 1.83269999999999995e-02
 8.99999999999999967e-02 1.72169999999999997e-02
 1.00000000000000006e-01 1.72169999999999997e-02
 1.00000000000000006e-01 1.57529999999999996e-02
 1.10000000000000001e-01 1.57529999999999996e-02
 1.10000000000000001e-01 1.38720000000000006e-02
 1.19999999999999996e-01 1.38720000000000006e-02
 1.19999999999999996e-01 1.17789999999999995e-02
 1.30000000000000004e-01 1.17789999999999995e-02
 1.30000000000000004e-01 1.10639999999999992e-02
 1.40000000000000013e-01 1.10639999999999992e-02
 1.40000000000000013e-01 1.05670000000000000e-02
 1.49999999999999994e-01 1.05670000000000000e-02
 1.49999999999999994e-01 1.00120000000000001e-02
 1.60000000000000003e-01 1.00120000000000001e-02
 1.60000000000000003e-01 9.74999999999999999e-03
 1.70000000000000012e-01 9.74999999999999999e-03
 1.70000000000000012e-01 9.66700000000000025e-03
 1.79999999999999993e-01 9.66700000000000025e-03
 1.79999999999999993e-01 9.30500000000000077e-03
 1.90000000000000002e-01 9.30500000000000077e-03
 1.90000000000000002e-01 9.20999999999999944e-03
 2.00000000000000011e-01 9.20999999999999944e-03
 2.00000000000000011e-01 9.19700000000000031e-03
 2.09999999999999992e-01 9.19700000000000031e-03
 2.09999999999999992e-01 9.26899999999999946e-03
 2.20000000000000001e-01 9.26899999999999946e-03
 2.20000000000000001e-01 9.42699999999999962e-03
 2.30000000000000010e-01 9.42699999999999962e-03
 2.30000000000000010e-01 9.37699999999999992e-03
 2.39999999999999991e-01 9.37699999999999992e-03
 2.39999999999999991e-01 9.51699999999999942e-03
 2.50000000000000000e-01 9.51699999999999942e-03
 2.50000000000000000e-01 9.25300000000000081e-03
 2.60000000000000009e-01 9.25300000000000081e-03
 2.60000000000000009e-01 8.86600000000000062e-03
 2.70000000000000018e-01 8.86600000000000062e-03
 2.70000000000000018e-01 8.16399999999999938e-03
 2.80000000000000027e-01 8.16399999999999938e-03
 2.80000000000000027e-01 7.80500000000000031e-03
 2.89999999999999980e-01 7.80500000000000031e-03
 2.89999999999999980e-01 7.74700000000000041e-03
 2.99999999999999989e-01 7.74700000000000041e-03
 2.99999999999999989e-01 7.53600000000000016e-03
 3.09999999999999998e-01 7.53600000000000016e-03
 3.09999999999999998e-01 7.44699999999999963e-03
 3.20000000000000007e-01 7.44699999999999963e-03
 3.20000000000000007e-01 7.14599999999999957e-03
 3.30000000000000016e-01 7.14599999999999957e-03
 3.30000000000000016e-01 6.48099999999999978e-03
 3.40000000000000024e-01 6.48099999999999978e-03
 3.40000000000000024e-01 5.16300000000000005e-03
 3.49999999999999978e-01 5.16300000000000005e-03
 3.49999999999999978e-01 4.19200000000000041e-03
 3.59999999999999987e-01 4.19200000000000041e-03
 3.59999999999999987e-01 4.01799999999999987e-03
 3.69999999999999996e-01 4.01799999999999987e-03
 3.69999999999999996e-01 3.94300000000000032e-03
 3.80000000000000004e-01 3.94300000000000032e-03
 3.80000000000000004e-01 3.96100000000000011e-03
 3.90000000000000013e-01 3.96100000000000011e-03
 3.90000000000000013e-01 3.97600000000000037e-03
 4.00000000000000022e-01 3.97600000000000037e-03
 4.00000000000000022e-01 3.99099999999999976e-03
 4.09999999999999976e-01 3.99099999999999976e-03
 4.09999999999999976e-01 4.08799999999999962e-03
 4.19999999999999984e-01 4.08799999999999962e-03
 4.19999999999999984e-01 4.05799999999999998e-03
 4.29999999999999993e-01 4.05799999999999998e-03
 4.29999999999999993e-01 4.12400000000000006e-03
 4.40000000000000002e-01 4.12400000000000006e-03
 4.40000000000000002e-01 4.14099999999999972e-03
 4.50000000000000011e-01 4.14099999999999972e-03
 4.50000000000000011e-01 4.00399999999999975e-03
 4.60000000000000020e-01 4.00399999999999975e-03
 4.60000000000000020e-01 3.73900000000000014e-03
 4.69999999999999973e-01 3.73900000000000014e-03
 4.69999999999999973e-01 3.94499999999999972e-03
 4.79999999999999982e-01 3.94499999999999972e-03
 4.79999999999999982e-01 3.85900000000000002e-03
 4.89999999999999991e-01 3.85900000000000002e-03
 4.89999999999999991e-01 4.02299999999999967e-03
 5.00000000000000000e-01 4.02299999999999967e-03
 5.00000000000000000e-01 4.02700000000000020e-03
 5.10000000000000009e-01 4.02700000000000020e-03
 5.10000000000000009e-01 4.17000000000000010e-03
 5.20000000000000018e-01 4.17000000000000010e-03
 5.20000000000000018e-01 4.15999999999999964e-03
 5.30000000000000027e-01 4.15999999999999964e-03
 5.30000000000000027e-01 4.46899999999999988e-03
 5.40000000000000036e-01 4.46899999999999988e-03
 5.40000000000000036e-01 4.61999999999999997e-03
 5.50000000000000044e-01 4.61999999999999997e-03
 5.50000000000000044e-01 4.99500000000000031e-03
 5.60000000000000053e-01 4.99500000000000031e-03
 5.60000000000000053e-01 5.16199999999999992e-03
 5.69999999999999951e-01 5.16199999999999992e-03
 5.69999999999999951e-01 5.64499999999999984e-03
 5.79999999999999960e-01 5.64499999999999984e-03
 5.79999999999999960e-01 6.32299999999999963e-03
 5.89999999999999969e-01 6.32299999999999963e-03
 5.89999999999999969e-01 7.03699999999999985e-03
 5.99999999999999978e-01 7.03699999999999985e-03
 5.99999999999999978e-01 7.38999999999999987e-03
 6.09999999999999987e-01 7.38999999999999987e-03
 6.09999999999999987e-01 7.67799999999999993e-03
 6.19999999999999996e-01 7.67799999999999993e-03
 6.19999999999999996e-01 7.95399999999999927e-03
 6.30000000000000004e-01 7.95399999999999927e-03
 6.30000000000000004e-01 8.70499999999999920e-03
 6.40000000000000013e-01 8.70499999999999920e-03
 6.40000000000000013e-01 9.36999999999999986e-03
 6.50000000000000022e-01 9.36999999999999986e-03
 6.50000000000000022e-01 1.04069999999999996e-02
 6.60000000000000031e-01 1.04069999999999996e-02
 6.60000000000000031e-01 1.16679999999999996e-02
 6.70000000000000040e-01 1.16679999999999996e-02
 6.70000000000000040e-01 1.25030000000000002e-02
 6.80000000000000049e-01 1.25030000000000002e-02
 6.80000000000000049e-01 1.33530000000000003e-02
 6.89999999999999947e-01 1.33530000000000003e-02
 6.89999999999999947e-01 1.49479999999999995e-02
 6.99999999999999956e-01 1.49479999999999995e-02
 6.99999999999999956e-01 1.66000000000000002e-02
 7.09999999999999964e-01 1.66000000000000002e-02
 7.09999999999999964e-01 1.80550000000000016e-02
 7.19999999999999973e-01 1.80550000000000016e-02
 7.19999999999999973e-01 1.96090000000000014e-02
 7.29999999999999982e-01 1.96090000000000014e-02
 7.29999999999999982e-01 2.08400000000000009e-02
 7.39999999999999991e-01 2.08400000000000009e-02
 7.39999999999999991e-01 2.17180000000000012e-02
 7.50000000000000000e-01 2.17180000000000012e-02
