  5.000000e+00
  9.9999999023e-01   9.9999999023e-01   3.704516e+29   2.229856e+28
  9.9999999023e-01   9.9999762695e-01   1.257656e+30   4.108584e+28
  9.9999999023e-01   9.9996948242e-01   1.845547e+30   4.977069e+28
  9.9999999023e-01   9.9983586914e-01   2.728725e+30   6.051890e+28
  9.9999999023e-01   9.9942334961e-01   3.134074e+30   6.485833e+28
  9.9999999023e-01   9.9842723633e-01   3.841422e+30   7.180541e+28
  9.9999999023e-01   9.9637409180e-01   4.154158e+30   7.467112e+28
  9.9999999023e-01   9.9258422852e-01   4.790368e+30   8.018546e+28
  9.9999999023e-01   9.8613420898e-01   4.924590e+30   8.130106e+28
  9.9999999023e-01   9.7581934570e-01   4.699097e+30   7.941790e+28
  9.9999999023e-01   9.6011620117e-01   4.138051e+30   7.452622e+28
  9.9999999023e-01   9.3714508789e-01   2.987772e+30   6.332642e+28
  9.9999999023e-01   9.0463256836e-01   1.869707e+30   5.009541e+28
  9.9999999023e-01   8.5987395508e-01   9.422355e+29   3.556239e+28
  9.9999999023e-01   7.9969581055e-01   3.100518e+29   2.039991e+28
  9.9999999023e-01   7.2041844727e-01   8.590181e+28   1.073773e+28
  9.9999999023e-01   6.1781842773e-01   1.073773e+28   3.796360e+27
  9.9999999023e-01   4.8709106445e-01   0.000000e+00   0.000000e+00
  9.9999999023e-01   3.2281291992e-01   0.000000e+00   0.000000e+00
  9.9999999023e-01   1.1890430664e-01   0.000000e+00   0.000000e+00
  9.9999762695e-01   9.9999999023e-01   1.420064e+30   4.365813e+28
  9.9999762695e-01   9.9999762695e-01   5.221219e+30   8.371382e+28
  9.9999762695e-01   9.9996948242e-01   7.736532e+30   1.019024e+29
  9.9999762695e-01   9.9983586914e-01   1.045720e+31   1.184729e+29
  9.9999762695e-01   9.9942334961e-01   1.271615e+31   1.306439e+29
  9.9999762695e-01   9.9842723633e-01   1.562205e+31   1.448039e+29
  9.9999762695e-01   9.9637409180e-01   1.721258e+31   1.519967e+29
  9.9999762695e-01   9.9258422852e-01   1.920711e+31   1.605618e+29
  9.9999762695e-01   9.8613420898e-01   1.994935e+31   1.636348e+29
  9.9999762695e-01   9.7581934570e-01   1.876149e+31   1.586883e+29
  9.9999762695e-01   9.6011620117e-01   1.640188e+31   1.483740e+29
  9.9999762695e-01   9.3714508789e-01   1.240744e+31   1.290483e+29
  9.9999762695e-01   9.0463256836e-01   7.767403e+30   1.021055e+29
  9.9999762695e-01   8.5987395508e-01   3.708542e+30   7.055256e+28
  9.9999762695e-01   7.9969581055e-01   1.249603e+30   4.095408e+28
  9.9999762695e-01   7.2041844727e-01   2.872342e+29   1.963492e+28
  9.9999762695e-01   6.1781842773e-01   2.952875e+28   6.295550e+27
  9.9999762695e-01   4.8709106445e-01   0.000000e+00   0.000000e+00
  9.9999762695e-01   3.2281291992e-01   0.000000e+00   0.000000e+00
  9.9999762695e-01   1.1890430664e-01   0.000000e+00   0.000000e+00
  9.9996948242e-01   9.9999999023e-01   2.061643e+30   5.260390e+28
  9.9996948242e-01   9.9999762695e-01   7.688212e+30   1.015837e+29
  9.9996948242e-01   9.9996948242e-01   1.139407e+31   1.236661e+29
  9.9996948242e-01   9.9983586914e-01   1.563681e+31   1.448723e+29
  9.9996948242e-01   9.9942334961e-01   1.877223e+31   1.587337e+29
  9.9996948242e-01   9.9842723633e-01   2.315322e+31   1.762856e+29
  9.9996948242e-01   9.9637409180e-01   2.505783e+31   1.833930e+29
  9.9996948242e-01   9.9258422852e-01   2.820935e+31   1.945843e+29
  9.9996948242e-01   9.8613420898e-01   2.928983e+31   1.982758e+29
  9.9996948242e-01   9.7581934570e-01   2.779192e+31   1.931392e+29
  9.9996948242e-01   9.6011620117e-01   2.400687e+31   1.795060e+29
  9.9996948242e-01   9.3714508789e-01   1.839507e+31   1.571310e+29
  9.9996948242e-01   9.0463256836e-01   1.141018e+31   1.237535e+29
  9.9996948242e-01   8.5987395508e-01   5.669520e+30   8.723370e+28
  9.9996948242e-01   7.9969581055e-01   1.743538e+30   4.837566e+28
  9.9996948242e-01   7.2041844727e-01   3.409228e+29   2.139140e+28
  9.9996948242e-01   6.1781842773e-01   3.623983e+28   6.974358e+27
  9.9996948242e-01   4.8709106445e-01   0.000000e+00   0.000000e+00
  9.9996948242e-01   3.2281291992e-01   0.000000e+00   0.000000e+00
  9.9996948242e-01   1.1890430664e-01   0.000000e+00   0.000000e+00
  9.9983586914e-01   9.9999999023e-01   2.758253e+30   6.084547e+28
  9.9983586914e-01   9.9999762695e-01   1.029748e+31   1.175646e+29
  9.9983586914e-01   9.9996948242e-01   1.530394e+31   1.433220e+29
  9.9983586914e-01   9.9983586914e-01   2.089025e+31   1.674492e+29
  9.9983586914e-01   9.9942334961e-01   2.492495e+31   1.829061e+29
  9.9983586914e-01   9.9842723633e-01   3.046696e+31   2.022207e+29
  9.9983586914e-01   9.9637409180e-01   3.376746e+31   2.128925e+29
  9.9983586914e-01   9.9258422852e-01   3.827597e+31   2.266597e+29
  9.9983586914e-01   9.8613420898e-01   3.938330e+31   2.299149e+29
  9.9983586914e-01   9.7581934570e-01   3.769747e+31   2.249403e+29
  9.9983586914e-01   9.6011620117e-01   3.263463e+31   2.092910e+29
  9.9983586914e-01   9.3714508789e-01   2.496387e+31   1.830489e+29
  9.9983586914e-01   9.0463256836e-01   1.546769e+31   1.440867e+29
  9.9983586914e-01   8.5987395508e-01   7.579493e+30   1.008629e+29
  9.9983586914e-01   7.9969581055e-01   2.466993e+30   5.754334e+28
  9.9983586914e-01   7.2041844727e-01   5.301752e+29   2.667601e+28
  9.9983586914e-01   6.1781842773e-01   6.576857e+28   9.395511e+27
  9.9983586914e-01   4.8709106445e-01   0.000000e+00   0.000000e+00
  9.9983586914e-01   3.2281291992e-01   0.000000e+00   0.000000e+00
